gene_id,chr,pos,abs_d,cohens_d,description,cog_description,func_category,signaling_layer,all_layers,tf_families,n_families,log2fc_drought,drought_cat,go_biological,kegg_pathway,n_variant_hybrids,n_ref_hybrids
Zm00001eb087050,chr2,91262529,1.7993221358770537,-1.7993221358770537,XP_002447595.1 CASP-like protein 2A1 [Sorghum bicolor],Belongs to the Casparian strip membrane proteins (CASP) family,Unknown,Membrane/Transport,Membrane/Transport,Nin-like,1,0.34,Stable,,,12,5
Zm00001eb089390,chr2,115957364,1.929141988092667,1.929141988092667,XP_002447427.2 ATP sulfurylase 2 [Sorghum bicolor],PUA-like domain,Unknown,Unknown,Unknown,"C2H2,Dof,GRAS,LBD,MIKC_MADS,TALE",6,-1.866,Strong down,,"ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130",8,7
Zm00001eb090620,chr2,127623788,2.2895812390196606,2.2895812390196606,XP_012704094.2 cytochrome P450 94B3 [Setaria italica],Cytochrome P450,Unknown,Metabolism,Metabolism,"HD-ZIP,NAC",2,-0.535,Stable,,,11,4
Zm00001eb090730,chr2,129787929,2.2002636420852406,-2.2002636420852406,XP_004979204.1 protein krasavietz [Setaria italica],"Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5",Unknown,Unknown,Unknown,"MYB_related,Trihelix",2,0.406,Stable,,,5,12
Zm00001eb091250,chr2,134943378,3.9303940206049,3.9303940206049,XP_021316715.1 protein ACCELERATED CELL DEATH 6 [Sorghum bicolor],Domain of unknown function,Unknown,Unknown,Unknown,"GRAS,HSF,M-type_MADS,MIKC_MADS",4,-1.768,Strong down,,,8,8
Zm00001eb091420,chr2,137218069,1.5741093788501044,1.5741093788501044,XP_002450415.2 ABC transporter G family member 25 [Sorghum bicolor],ABC-2 type transporter,Unknown,Membrane/Transport,Membrane/Transport,"ERF,TALE",2,1.206,Strong up,,,4,15
Zm00001eb092900,chr2,149291040,3.683282732956356,-3.683282732956356,XP_002448974.1 protein TRAUCO [Sorghum bicolor],set1 Ash2 histone methyltransferase complex subunit,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic|Metabolism,NONE,1,0.287,Stable,,"ko04212,ko04934,map04212,map04934",11,5
Zm00001eb093120,chr2,150353833,4.107570323715804,-4.107570323715804,"XP_021317136.1 L-galactono-1,4-lactone dehydrogenase 2, mitochondrial [Sorghum bicolor]","L-galactono-1,4-lactone dehydrogenase",Unknown,Metabolism,Metabolism,"C2H2,Dof,GRAS,MIKC_MADS,TALE",5,0.286,Stable,,"ko00053,ko01100,ko01110,map00053,map01100,map01110",6,6
Zm00001eb094240,chr2,157709917,2.7660951915360297,-2.7660951915360297,XP_002450097.1 mRNA turnover protein 4 homolog [Sorghum bicolor],Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal p,Unknown,Translation,Translation,"C2H2,ERF,TCP",3,0.716,Stable,,,4,15
Zm00001eb094480,chr2,159164367,2.6400627341813325,-2.6400627341813325,XP_002459926.1 SEC14 cytosolic factor isoform X4 [Sorghum bicolor],"CRAL/TRIO, N-terminal domain",Unknown,Unknown,Unknown,"Dof,G2-like,MYB",3,-0.651,Stable,,,6,11
Zm00001eb094520,chr2,159636350,1.8043074544860256,-1.8043074544860256,XP_021309874.1 E3 ubiquitin-protein ligase UPL1-like isoform X2 [Sorghum bicolor],Domain of Unknown Function (DUF913),Unknown,Protein Processing,Protein Processing|Metabolism,"C2H2,GRAS,MIKC_MADS,NAC,bHLH,bZIP",6,0.731,Stable,,"ko04120,map04120",12,6
Zm00001eb094610,chr2,160906572,1.9148125674673215,1.9148125674673215,XP_002459717.1 putative lipid-transfer protein DIR1 [Sorghum bicolor],Protease inhibitor/seed storage/LTP family,Unknown,Protein Processing,Protein Processing,bHLH,1,-1.823,Strong down,,,7,9
Zm00001eb095350,chr2,165512139,1.7922653212566346,1.7922653212566346,XP_021308623.1 probable cellulose synthase A catalytic subunit 8 [UDP-forming] [Sorghum bicolor],Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily,Unknown,Metabolism,Metabolism,"G2-like,GATA,Trihelix,bHLH",4,-0.723,Stable,,,6,13
Zm00001eb097990,chr2,179202379,3.416799706097878,3.416799706097878,XP_002462170.1 protein SAWADEE HOMEODOMAIN HOMOLOG 2 isoform X2 [Sorghum bicolor],SAWADEE domain,Unknown,Unknown,Unknown,NONE,1,0.3,Stable,,,11,5
Zm00001eb099240,chr2,184394540,2.3588175467836083,-2.3588175467836083,XP_002462352.1 protein TIFY 6b [Sorghum bicolor],TIFY,Unknown,Unknown,Unknown,"LBD,TALE,WRKY",3,0.198,Stable,,"ko04075,map04075",11,8
Zm00001eb099850,chr2,187908036,1.5555304707154634,1.5555304707154634,XP_022679920.1 pentatricopeptide repeat-containing protein At5g10690 isoform X2 [Setaria italica],Pentatricopeptide repeat domain,Unknown,Signal Transduction,Signal Transduction,"ARR-B,G2-like,LBD",3,-0.362,Stable,,,7,12
Zm00001eb099930,chr2,188343833,2.043435168426184,-2.043435168426184,NP_001332089.1 Histone superfamily protein [Arabidopsis thaliana],Histone cluster 1,Unknown,Transcription Factor,Transcription Factor|Chromatin/Epigenetic,"Dof,GRAS",2,-0.524,Stable,,"ko05034,ko05202,ko05203,ko05322,map05034,map05202,map05203,map05322",7,9
Zm00001eb100140,chr2,189051241,1.9935988145958217,-1.9935988145958217,nan,nan,Unknown,Unknown,Unknown,"HD-ZIP,MYB",2,-1.447,Strong down,,,13,6
Zm00001eb101980,chr2,195309375,2.0274421820994974,2.0274421820994974,nan,nan,Unknown,Unknown,Unknown,"Dof,GRAS,HD-ZIP,NAC,Trihelix",5,2.131,Strong up,,,8,8
Zm00001eb102250,chr2,197316674,2.374165845346326,2.374165845346326,XP_002460481.1 60S ribosomal protein L32-1 [Sorghum bicolor],Ribosomal protein L32,Unknown,Translation,Translation,NAC,1,0.547,Stable,,"ko03010,map03010",9,9
Zm00001eb102770,chr2,199471918,3.72460756663395,-3.72460756663395,XP_021310410.1 uncharacterized protein LOC110433095 isoform X1 [Sorghum bicolor],Bacterial trigger factor protein (TF),Unknown,Unknown,Unknown,"MYB,TCP",2,-0.093,Stable,,,15,3
Zm00001eb103260,chr2,201176114,2.321060806569264,-2.321060806569264,"XP_002460555.1 probable 6-phosphogluconolactonase 4, chloroplastic [Sorghum bicolor]",Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,Unknown,Metabolism,Metabolism,HD-ZIP,1,-0.035,Stable,,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200",8,7
Zm00001eb104260,chr2,203976292,3.1423662585172822,-3.1423662585172822,XP_021309543.1 protein NLP1 [Sorghum bicolor],"transcription, DNA-templated",Unknown,Unknown,Unknown,"ARR-B,CPP,G2-like,MYB_related,Trihelix",5,-1.356,Strong down,,,7,10
Zm00001eb104300,chr2,204129280,2.0729768128253014,-2.0729768128253014,XP_021308164.1 G-type lectin S-receptor-like serine/threonine-protein kinase B120 [Sorghum bicolor],Protein kinase domain,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,"C2H2,Dof,G2-like,GRAS,MIKC_MADS,MYB_related",6,-0.918,Stable,,,9,7
Zm00001eb104810,chr2,205427329,3.306003782257017,3.306003782257017,XP_002460675.1 serine/threonine-protein kinase/endoribonuclease IRE1 isoform X1 [Sorghum bicolor],Ribonuclease 2-5A,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,Dof,GRAS",3,0.356,Stable,,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010",11,8
Zm00001eb105590,chr2,208547792,3.1140159289396037,-3.1140159289396037,XP_002460737.1 GTPase activating protein 1 [Sorghum bicolor],C2 domain,Unknown,Signal Transduction,Signal Transduction,"BES1,bHLH",2,-2.068,Strong down,,,11,5
Zm00001eb105750,chr2,208963532,3.984082892776928,3.984082892776928,XP_002462913.1 SH3 domain-containing protein 3 [Sorghum bicolor],Variant SH3 domain,Unknown,Signal Transduction,Signal Transduction,"MYB,bHLH",2,0.505,Stable,,,3,16
Zm00001eb106100,chr2,210156220,2.2421915352182813,2.2421915352182813,XP_021309817.1 TORTIFOLIA1-like protein 1 isoform X2 [Sorghum bicolor],Microtubule-associated protein,Unknown,Unknown,Unknown,NONE,1,-0.259,Stable,,,7,12
Zm00001eb106160,chr2,210259382,1.6798491547575147,1.6798491547575147,"XP_004957888.3 glucose-6-phosphate/phosphate translocator 2, chloroplastic [Setaria italica]",Triose-phosphate Transporter family,Unknown,Membrane/Transport,Membrane/Transport,"GATA,HD-ZIP",2,-2.44,Strong down,,,5,13
Zm00001eb106240,chr2,210450109,0.774454218968955,-0.774454218968955,"XP_002460802.1 pyruvate, phosphate dikinase regulatory protein, chloroplastic [Sorghum bicolor]",Bifunctional serine threonine kinase and phosphorylase involved in the dark ligh,Unknown,Signal Transduction,Signal Transduction|Transcription Factor|Metabolism|Hormone,"ARR-B,CPP,Dof,MYB_related",4,-1.103,Strong down,,,3,15
Zm00001eb106250,chr2,210507799,1.8393724624089127,1.8393724624089127,XP_004957909.1 uncharacterized protein LOC101776819 [Setaria italica],isoform X1,Unknown,Unknown,Unknown,"Trihelix,bHLH,bZIP",3,-2.295,Strong down,,,15,4
Zm00001eb107400,chr2,213303119,1.7135357031632072,1.7135357031632072,XP_002460895.1 probable serine/threonine-protein kinase WNK1 [Sorghum bicolor],Protein kinase domain,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,Dof,GRAS,LBD,MIKC_MADS,TALE",6,-0.446,Stable,,,8,7
Zm00001eb108390,chr2,216082865,3.0303187230202746,3.0303187230202746,XP_021308777.1 formin-like protein 5 isoform X2 [Sorghum bicolor],Formin Homology 2 Domain,Unknown,Unknown,Unknown,MYB,1,0.044,Stable,,,5,11
Zm00001eb109520,chr2,218577186,3.0542274549644044,3.0542274549644044,XP_002459826.1 delta(14)-sterol reductase [Sorghum bicolor],Ergosterol biosynthesis ERG4/ERG24 family,Unknown,Metabolism,Metabolism,ERF,1,-0.798,Stable,,"ko00100,ko01100,ko01110,ko01130,map00100,map01100,map01110,map01130",9,10
Zm00001eb109710,chr2,219207006,2.3621668479860167,-2.3621668479860167,XP_002463207.1 uncharacterized protein LOC8061566 [Sorghum bicolor],Protein of unknown function (DUF4057),Unknown,Unknown,Unknown,"ERF,MYB",2,-0.098,Stable,,,5,11
Zm00001eb109770,chr2,219308618,4.723984419407953,-4.723984419407953,XP_021308467.1 uncharacterized protein LOC8063498 isoform X2 [Sorghum bicolor],Vacuolar sorting 38 and autophagy-related subunit 14,Unknown,Unknown,Unknown,"GRAS,MYB_related,TALE",3,0.578,Stable,,,5,11
Zm00001eb110020,chr2,219948998,2.196394333079513,-2.196394333079513,XP_002461094.1 CBL-interacting protein kinase 21 [Sorghum bicolor],Non-specific serine threonine protein kinase,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,HD-ZIP,MIKC_MADS",3,-0.735,Stable,,"ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map",11,7
Zm00001eb110760,chr2,221893832,1.8964085092470744,-1.8964085092470744,XP_021308965.1 haloacid dehalogenase-like hydrolase domain-containing protein 3 [Sorghum bicolor],HAD-hyrolase-like,Unknown,Signal Transduction,Signal Transduction|Metabolism,"G2-like,GRAS,HD-ZIP,M-type_MADS,MYB,WOX",6,1.331,Strong up,,,4,14
Zm00001eb112590,chr2,227252089,1.7042008650994074,-1.7042008650994074,XP_021316986.1 protein disulfide-isomerase [Sorghum bicolor],disulfide-isomerase,Unknown,Metabolism,Metabolism,"C2H2,Dof,ERF,MIKC_MADS,NAC",5,1.029,Strong up,,"ko04141,map04141",9,8
Zm00001eb113090,chr2,229264642,3.226892876942958,3.226892876942958,XP_002449536.1 CBBY-like protein [Sorghum bicolor],Haloacid dehalogenase-like hydrolase,Unknown,Metabolism,Metabolism,"Dof,LBD,MIKC_MADS,MYB_related,WRKY",5,-0.858,Stable,,,3,16
Zm00001eb113950,chr2,231733039,2.4276087436468217,2.4276087436468217,XP_021317578.1 growth-regulating factor 8-like isoform X1 [Sorghum bicolor],QLQ,Unknown,Unknown,Unknown,"ARR-B,G2-like,MYB,MYB_related",4,0.714,Stable,,,3,13
Zm00001eb114030,chr2,231974874,2.9034353041982452,2.9034353041982452,XP_021316477.1 serine/threonine-protein kinase-like protein At1g28390 [Sorghum bicolor],protein serine/threonine kinase activity,Unknown,Signal Transduction,Signal Transduction|Metabolism,"AP2,Dof,MIKC_MADS,NAC,SBP",5,-1.263,Strong down,,,4,14
Zm00001eb117470,chr2,240761302,1.933356301671669,1.933356301671669,XP_002461478.1 uncharacterized protein LOC8086421 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"MIKC_MADS,bHLH,bZIP",3,1.677,Strong up,,,7,12
Zm00001eb117970,chr2,241868493,2.2725010919480866,-2.2725010919480866,"XP_021309515.1 succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Sorghum bicolor]",Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in c,Unknown,Metabolism,Metabolism,"TALE,Trihelix,WOX,WRKY",4,-0.282,Stable,,"ko00020,ko00190,ko00250,ko00760,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map00250,map00760,map01100,map01110,map01120,map01130,map01200,map0471",5,12
Zm00001eb118790,chr3,1394090,2.2539416957231064,2.2539416957231064,XP_004986052.1 uncharacterized protein LOC101760145 [Setaria italica],RWP-RK domain,Unknown,Unknown,Unknown,"ERF,HD-ZIP,MYB,MYB_related,WOX",5,0.529,Stable,,,6,7
Zm00001eb119270,chr3,2105164,2.135287702759879,-2.135287702759879,XP_021312761.1 transcription factor bHLH68 [Sorghum bicolor],helix loop helix domain,Unknown,Transcription Factor,Transcription Factor,"Dof,GRAS",2,0.604,Stable,,,4,13
Zm00001eb120360,chr3,4403930,3.413018641119319,3.413018641119319,XP_021313426.1 protein MALE DISCOVERER 2 [Sorghum bicolor],Leucine rich repeat N-terminal domain,Unknown,Unknown,Unknown,NONE,1,-0.077,Stable,,,9,5
Zm00001eb121000,chr3,5797323,1.5710459829429757,1.5710459829429757,XP_004968517.1 receptor-like serine/threonine-protein kinase ALE2 [Setaria italica],receptor-like serine threonine-protein kinase,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,Nin-like,1,-0.431,Stable,,,12,7
Zm00001eb121590,chr3,8139290,1.744482690570362,-1.744482690570362,XP_021313405.1 protein TWIN LOV 1 isoform X4 [Sorghum bicolor],PAS domain,Unknown,Unknown,Unknown,"AP2,SBP",2,0.415,Stable,,,9,10
Zm00001eb121890,chr3,8816775,2.2326596187640484,-2.2326596187640484,nan,nan,Unknown,Unknown,Unknown,"NAC,SBP",2,1.698,Strong up,,,5,11
Zm00001eb122000,chr3,8920662,2.492254597951363,2.492254597951363,XP_021312215.1 F-box protein At2g05970-like [Sorghum bicolor],Protein of unknown function (DUF295),Unknown,Unknown,Unknown,NONE,1,0.444,Stable,,,4,15
Zm00001eb122170,chr3,9277928,1.6246188408538758,-1.6246188408538758,XP_004968432.1 DDT domain-containing protein DDR4 [Setaria italica],nan,Unknown,Signal Transduction,Signal Transduction,"ARF,NAC,WOX,bZIP",4,1.601,Strong up,,,4,14
Zm00001eb122200,chr3,9385012,1.8618692704715207,1.8618692704715207,XP_021312991.1 MAR-binding filament-like protein 1 [Sorghum bicolor],filament-like protein,Unknown,Unknown,Unknown,NONE,1,-0.726,Stable,,,8,10
Zm00001eb122460,chr3,10164283,1.6020125619309538,1.6020125619309538,XP_004968408.1 aromatic aminotransferase ISS1 [Setaria italica],Cys/Met metabolism PLP-dependent enzyme,Unknown,Metabolism,Metabolism,"C2H2,GRAS,MIKC_MADS,MYB,TALE",5,0.45,Stable,,,8,10
Zm00001eb122970,chr3,12504511,2.7552397663550363,-2.7552397663550363,XP_021313605.1 uncharacterized protein LOC8056554 isoform X2 [Sorghum bicolor],isoform X1,Unknown,Unknown,Unknown,"C2H2,NAC,bZIP",3,1.016,Strong up,,,5,10
Zm00001eb123370,chr3,13885162,5.053987026020242,-5.053987026020242,NP_001332089.1 Histone superfamily protein [Arabidopsis thaliana],Histone cluster 1,Unknown,Transcription Factor,Transcription Factor|Chromatin/Epigenetic,"GATA,Nin-like,TCP",3,0.432,Stable,,"ko05034,ko05202,ko05203,ko05322,map05034,map05202,map05203,map05322",4,10
Zm00001eb124070,chr3,16582531,3.3949988028314917,-3.3949988028314917,XP_015696190.1 histone H2B.2 [Oryza brachyantha],Histone H2B,Unknown,Chromatin/Epigenetic,Chromatin/Epigenetic,NONE,1,0.319,Stable,,"ko05034,ko05203,ko05322,map05034,map05203,map05322",5,10
Zm00001eb124780,chr3,19793856,6.626307350143475,-6.626307350143475,XP_002457393.1 receptor-like protein kinase At3g21340 [Sorghum bicolor],Carbohydrate-binding protein of the ER,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Metabolism,WRKY,1,-0.3,Stable,,,4,9
Zm00001eb125470,chr3,23440020,2.5685126941439624,2.5685126941439624,nan,nan,Unknown,Unknown,Unknown,"ARF,MYB,RAV,TALE,bZIP",5,0.496,Stable,,,9,5
Zm00001eb125670,chr3,24544548,2.153081217691684,-2.153081217691684,XP_002457448.1 probable ubiquitin-conjugating enzyme E2 23 [Sorghum bicolor],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"HD-ZIP,WOX",2,0.494,Stable,,"ko04120,map04120",5,8
Zm00001eb126330,chr3,28739489,2.5423300346672986,2.5423300346672986,XP_002457496.1 uncharacterized protein LOC8070452 [Sorghum bicolor],Universal stress protein family,Unknown,Unknown,Unknown,MYB,1,-0.964,Stable,,,5,13
Zm00001eb126650,chr3,30093262,2.613780193933824,-2.613780193933824,XP_002457516.1 cation/calcium exchanger 4 [Sorghum bicolor],Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family,Unknown,Signal Transduction,Signal Transduction,"NAC,RAV",2,0.151,Stable,,,6,6
Zm00001eb127860,chr3,37290665,1.6422511574694476,1.6422511574694476,XP_002455388.1 probable serine/threonine-protein kinase PBL7 [Sorghum bicolor],belongs to the protein kinase superfamily,Unknown,Signal Transduction,Signal Transduction|Transcription Factor|Metabolism,"C2H2,Dof,GRAS,MIKC_MADS,Trihelix",5,0.309,Stable,,,10,9
Zm00001eb129370,chr3,48267116,1.9990235414204056,-1.9990235414204056,XP_002457678.1 uncharacterized protein LOC8054684 [Sorghum bicolor],BEST Arabidopsis thaliana protein match is glycosyltransferase family protein 2 ,Unknown,Metabolism,Metabolism,"C2H2,ERF",2,0.784,Stable,,,4,13
Zm00001eb129580,chr3,49482162,3.570384747350408,-3.570384747350408,XP_002457688.1 pentatricopeptide repeat-containing protein At2g13600 [Sorghum bicolor],Pentatricopeptide repeat domain,Unknown,Signal Transduction,Signal Transduction,"C2H2,ERF",2,1.192,Strong up,,,7,10
Zm00001eb131690,chr3,68382243,2.46461909420489,2.46461909420489,"XP_002455620.1 acyltransferase-like protein At1g54570, chloroplastic [Sorghum bicolor]",Diacylglycerol acyltransferase,Unknown,Metabolism,Metabolism,"GATA,TALE,TCP",3,-0.297,Stable,,,5,11
Zm00001eb131860,chr3,70286034,2.648928550238483,2.648928550238483,XP_002457859.1 protein SODIUM POTASSIUM ROOT DEFECTIVE 1 [Sorghum bicolor],Heavy-metal-associated domain,Unknown,Unknown,Unknown,"CPP,EIL,M-type_MADS,WOX",4,-0.042,Stable,,,5,11
Zm00001eb134200,chr3,107858865,4.492995826850416,4.492995826850416,XP_002443649.1 CSC1-like protein RXW8 [Sorghum bicolor],Cytosolic domain of 10TM putative phosphate transporter,Unknown,Membrane/Transport,Membrane/Transport,"Dof,EIL",2,0.972,Stable,,,10,4
Zm00001eb135710,chr3,120935326,4.5840249634856125,-4.5840249634856125,XP_021321585.1 serine/threonine-protein kinase Nek2 [Sorghum bicolor],"Serine/Threonine protein kinases, catalytic domain",Unknown,Signal Transduction,Signal Transduction|Metabolism,NONE,1,0.237,Stable,,,9,4
Zm00001eb136350,chr3,127174606,2.18591599474495,2.18591599474495,XP_002442368.1 scarecrow-like protein 34 [Sorghum bicolor],Belongs to the GRAS family,Unknown,Unknown,Unknown,"MYB,MYB_related,Trihelix",3,0.193,Stable,,,10,7
Zm00001eb137500,chr3,133837428,2.4802241689362075,-2.4802241689362075,NP_189372.1 Histone superfamily protein [Arabidopsis thaliana],Histone H3,Unknown,Transcription Factor,Transcription Factor|Chromatin/Epigenetic,"HD-ZIP,LBD,MYB",3,1.915,Strong up,,"ko05034,ko05202,ko05322,map05034,map05202,map05322",8,9
Zm00001eb138290,chr3,137811367,2.2529353490446553,-2.2529353490446553,XP_004960778.1 serine carboxypeptidase 1 [Setaria italica],Belongs to the peptidase S10 family,Unknown,Protein Processing,Protein Processing,"ARR-B,G2-like,MYB,Trihelix,YABBY",5,-2.68,Strong down,,,4,13
Zm00001eb138300,chr3,137930351,2.1895306784654274,2.1895306784654274,XP_021301983.1 glutathione S-transferase [Sorghum bicolor],"Glutathione S-transferase, N-terminal domain",Unknown,Metabolism,Metabolism|Redox/Stress,NONE,1,-1.14,Strong down,,"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",9,4
Zm00001eb139410,chr3,144023725,2.698116925762295,2.698116925762295,XP_002442863.1 protein FAM135B isoform X1 [Sorghum bicolor],Protein FAM135,Unknown,Unknown,Unknown,"EIL,MYB,SBP",3,-0.244,Stable,,,12,4
Zm00001eb139520,chr3,144772101,2.142356257271965,2.142356257271965,XP_024310535.1 transcription factor LHW isoform X2 [Brachypodium distachyon],bHLH-MYC and R2R3-MYB transcription factors N-terminal,Unknown,Transcription Factor,Transcription Factor,"C2H2,GRAS,MIKC_MADS,Trihelix",4,0.793,Stable,,,4,13
